Project Name,Package Name,Class Name,Class Type,Class Visibilty,Is Abstract,Is Static,Is Final,Is Interface,Extends,Implements,Children,Fields,Methods,Overrides,Static Methods,final Methods , Abstract Methods
PMD,net.sourceforge.pmd,AbstractRule,1,1,1,0,0,false,JavaParserVisitorAdapter ,Rule ,0 ,name: String properties: Properties message: String description: String example: String m_include: boolean m_priority: int ,getDescription{ Params :  Returns : String} setDescription{ Params : String Returns : void} getExample{ Params :  Returns : String} setExample{ Params : String Returns : void} hasProperty{ Params : String Returns : boolean} addProperty{ Params : String,String Returns : void} getDoubleProperty{ Params : String Returns : double} getIntProperty{ Params : String Returns : int} getBooleanProperty{ Params : String Returns : boolean} getStringProperty{ Params : String Returns : String} getName{ Params :  Returns : String} setName{ Params : String Returns : void} getMessage{ Params :  Returns : String} setMessage{ Params : String Returns : void} equals{ Params : Object Returns : boolean} hashCode{ Params :  Returns : int} visitAll{ Params : List,RuleContext Returns : void} apply{ Params : List,RuleContext Returns : void} createRuleViolation{ Params : RuleContext,int Returns : RuleViolation} createRuleViolation{ Params : RuleContext,int,String Returns : RuleViolation} getProperties{ Params :  Returns : Properties} include{ Params :  Returns : boolean} setInclude{ Params : boolean Returns : void} getPriority{ Params :  Returns : int} getPriorityName{ Params :  Returns : String} setPriority{ Params : int Returns : void} ,,,,
PMD,net.sourceforge.pmd.ant,Formatter,1,1,0,0,0,false,0 ,0 ,0 ,renderer: Renderer toFile: File ,setType{ Params : String Returns : void} setToFile{ Params : File Returns : void} getRenderer{ Params :  Returns : Renderer} isToFileNull{ Params :  Returns : boolean} getToFileWriter{ Params : String Returns : Writer} toString{ Params :  Returns : String} ,,,,
PMD,net.sourceforge.pmd.ant,PMDTask,1,1,0,0,0,false,Task ,0 ,0 ,classpath: Path formatters: List filesets: List shortFilenames: boolean printToConsole: boolean ruleSetFiles: String encoding: String failOnError: boolean failOnRuleViolation: boolean targetJDK13: boolean failuresPropertyName: String EOL: String ,setShortFilenames{ Params : boolean Returns : void} setTargetJDK13{ Params : boolean Returns : void} setFailOnError{ Params : boolean Returns : void} setFailOnRuleViolation{ Params : boolean Returns : void} setPrintToConsole{ Params : boolean Returns : void} setRuleSetFiles{ Params : String Returns : void} setEncoding{ Params : String Returns : void} setFailuresPropertyName{ Params : String Returns : void} addFileset{ Params : FileSet Returns : void} addFormatter{ Params : Formatter Returns : void} setClasspath{ Params : Path Returns : void} getClasspath{ Params :  Returns : Path} createClasspath{ Params :  Returns : Path} setClasspathRef{ Params : Reference Returns : void} execute{ Params :  Returns : void} logRulesUsed{ Params : RuleSet Returns : void} validate{ Params :  Returns : void} createLongClasspath{ Params :  Returns : Path} ,,,,
PMD,net.sourceforge.pmd.ast,AccessFlags,2,1,0,0,0,true,Task ,0 ,0 ,ACC_PUBLIC: short ACC_PRIVATE: short ACC_PROTECTED: short ACC_STATIC: short ACC_FINAL: short ACC_SYNCHRONIZED: short ACC_VOLATILE: short ACC_TRANSIENT: short ACC_NATIVE: short ACC_INTERFACE: short ACC_ABSTRACT: short ACC_STRICT: short ACC_SUPER: short ,,,,,
PMD,net.sourceforge.pmd.ast,AccessNode,1,1,0,0,0,false,SimpleNode ,AccessFlags ,0 ,accessFlags: short ,setPublic{ Params :  Returns : void} isPublic{ Params :  Returns : boolean} setPrivate{ Params :  Returns : void} isPrivate{ Params :  Returns : boolean} setProtected{ Params :  Returns : void} isProtected{ Params :  Returns : boolean} setStatic{ Params :  Returns : void} isStatic{ Params :  Returns : boolean} setFinal{ Params :  Returns : void} isFinal{ Params :  Returns : boolean} setSynchronized{ Params :  Returns : void} isSynchronized{ Params :  Returns : boolean} setVolatile{ Params :  Returns : void} isVolatile{ Params :  Returns : boolean} setTransient{ Params :  Returns : void} isTransient{ Params :  Returns : boolean} setNative{ Params :  Returns : void} isNative{ Params :  Returns : boolean} setInterface{ Params :  Returns : void} isInterface{ Params :  Returns : boolean} setAbstract{ Params :  Returns : void} isAbstract{ Params :  Returns : boolean} setStrict{ Params :  Returns : void} isStrict{ Params :  Returns : boolean} setSuper{ Params :  Returns : void} isSuper{ Params :  Returns : boolean} isPackagePrivate{ Params :  Returns : boolean} collectDumpedModifiers{ Params : String Returns : String} ,,,,
PMD,net.sourceforge.pmd.util,UnaryFunction,2,1,0,0,0,true,0 ,0 ,0 ,,applyTo{ Params : Object Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui,ActionCommands,2,1,0,0,0,true,0 ,0 ,0 ,COMPILE_ACTION: String EVALUATE_ACTION: String ,,,,,
PMD,net.sourceforge.pmd.util.viewer.gui,ASTPanel,1,1,0,0,0,false,JPanel ,ViewerModelListener TreeSelectionListener ,0 ,model: ViewerModel tree: JTree ,init{ Params :  Returns : void} mouseReleased{ Params : MouseEvent Returns : void} viewerModelChanged{ Params : ViewerModelEvent Returns : void} valueChanged{ Params : TreeSelectionEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui,EvaluationResultsPanel,1,1,0,0,0,false,JPanel ,ViewerModelListener ,0 ,model: ViewerModel list: JList ,init{ Params :  Returns : void} valueChanged{ Params : ListSelectionEvent Returns : void} viewerModelChanged{ Params : ViewerModelEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui,MainFrame,1,1,0,0,0,false,JFrame ,ActionListener ActionCommands ViewerModelListener ,0 ,model: ViewerModel sourcePanel: SourceCodePanel astPanel: ASTPanel xPathPanel: XPathPanel compileBtn: JButton evalBtn: JButton ,init{ Params :  Returns : void} actionPerformed{ Params : ActionEvent Returns : void} viewerModelChanged{ Params : ViewerModelEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui.menu,ASTNodePopupMenu,1,1,0,0,0,false,JPopupMenu ,0 ,0 ,model: ViewerModel node: SimpleNode ,init{ Params :  Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui.menu,AttributesSubMenu,1,1,0,0,0,false,JMenu ,0 ,0 ,model: ViewerModel node: SimpleNode ,init{ Params :  Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui.menu,SimpleNodeSubMenu,1,1,0,0,0,false,JMenu ,0 ,0 ,model: ViewerModel node: SimpleNode ,init{ Params :  Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui.menu,XPathFragmentAddingItem,1,1,0,0,0,false,JMenuItem ,ActionListener ,0 ,model: ViewerModel fragment: String ,actionPerformed{ Params : ActionEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui,ParseExceptionHandler,1,1,0,0,0,false,JDialog ,ActionListener ,0 ,exc: Exception errorArea: JTextArea okBtn: JButton ,init{ Params :  Returns : void} actionPerformed{ Params : ActionEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui,SourceCodePanel,1,1,0,0,0,false,JPanel ,ViewerModelListener ,0 ,model: ViewerModel sourceCodeArea: JTextArea ,init{ Params :  Returns : void} getSourceCode{ Params :  Returns : String} viewerModelChanged{ Params : ViewerModelEvent Returns : void} run{ Params :  Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.gui,XPathPanel,1,1,0,0,0,false,JTabbedPane ,ViewerModelListener ,0 ,model: ViewerModel xPathArea: JTextArea ,init{ Params :  Returns : void} getXPathExpression{ Params :  Returns : String} viewerModelChanged{ Params : ViewerModelEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.model,ASTModel,1,1,0,0,0,false,0 ,TreeModel ,0 ,root: SimpleNode listeners: Vector ,getChild{ Params : Object,int Returns : Object} getChildCount{ Params : Object Returns : int} getIndexOfChild{ Params : Object,Object Returns : int} isLeaf{ Params : Object Returns : boolean} getRoot{ Params :  Returns : Object} valueForPathChanged{ Params : TreePath,Object Returns : void} addTreeModelListener{ Params : TreeModelListener Returns : void} removeTreeModelListener{ Params : TreeModelListener Returns : void} fireTreeModelEvent{ Params : TreeModelEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.model,AttributeToolkit,1,1,0,0,0,false,0 ,0 ,0 ,,formatValueForXPath{ Params : Attribute Returns : String} constructPredicate{ Params : Attribute Returns : String} ,,formatValueForXPath constructPredicate ,,
PMD,net.sourceforge.pmd.util.viewer.model,SimpleNodeTreeNodeAdapter,1,1,0,0,0,false,0 ,TreeNode ,0 ,node: SimpleNode children: List parent: SimpleNodeTreeNodeAdapter ,getSimpleNode{ Params :  Returns : SimpleNode} getChildAt{ Params : int Returns : TreeNode} getChildCount{ Params :  Returns : int} getParent{ Params :  Returns : TreeNode} getIndex{ Params : TreeNode Returns : int} getAllowsChildren{ Params :  Returns : boolean} isLeaf{ Params :  Returns : boolean} children{ Params :  Returns : Enumeration} checkChildren{ Params :  Returns : void} toString{ Params :  Returns : String} ,,,,
PMD,net.sourceforge.pmd.util.viewer.model,ViewerModel,1,1,0,0,0,false,0 ,0 ,0 ,listeners: Vector rootNode: SimpleNode evaluationResults: List ,getRootNode{ Params :  Returns : SimpleNode} commitSource{ Params : String Returns : void} hasCompiledTree{ Params :  Returns : boolean} evaluateXPathExpression{ Params : String,Object Returns : void} getLastEvaluationResults{ Params :  Returns : List} selectNode{ Params : SimpleNode,Object Returns : void} appendToXPathExpression{ Params : String,Object Returns : void} addViewerModelListener{ Params : ViewerModelListener Returns : void} removeViewerModelListener{ Params : ViewerModelListener Returns : void} fireViewerModelEvent{ Params : ViewerModelEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.model,ViewerModelEvent,1,1,0,0,0,false,0 ,0 ,0 ,CODE_RECOMPILED: int NODE_SELECTED: int PATH_EXPRESSION_APPENDED: int PATH_EXPRESSION_EVALUATED: int source: Object reason: int parameter: Object ,getReason{ Params :  Returns : int} getSource{ Params :  Returns : Object} getParameter{ Params :  Returns : Object} ,,,,
PMD,net.sourceforge.pmd.util.viewer.model,ViewerModelListener,2,1,0,0,0,true,0 ,0 ,0 ,,viewerModelChanged{ Params : ViewerModelEvent Returns : void} ,,,,
PMD,net.sourceforge.pmd.util.viewer.util,NLS,1,1,0,0,0,false,0 ,0 ,0 ,bundle: ResourceBundle ,nls{ Params : String Returns : String} ,,nls ,,
PMD,net.sourceforge.pmd.util.viewer,Viewer,1,1,0,0,0,false,0 ,0 ,0 ,,main{ Params : String[] Returns : void} ,,main ,,
PMD,test.net.sourceforge.pmd,AbstractRuleTest,1,1,0,0,0,false,TestCase ,0 ,MyRule ,,getMessage{ Params :  Returns : String} testCreateRV{ Params :  Returns : void} testCreateRV2{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd,MyRule,3,2,0,1,0,false,TestCase ,0 ,MyRule ,,getMessage{ Params :  Returns : String} testCreateRV{ Params :  Returns : void} testCreateRV2{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ant,AntTests,1,1,0,0,0,false,0 ,0 ,0 ,,suite{ Params :  Returns : Test} ,,suite ,,
PMD,test.net.sourceforge.pmd.ant,FormatterTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testType{ Params :  Returns : void} testNull{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ant,PMDTaskTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testNoFormattersValidation{ Params :  Returns : void} testFormatterWithNoToFileAttribute{ Params :  Returns : void} testNoRuleSets{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,AccessNodeTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testStatic{ Params :  Returns : void} testPublic{ Params :  Returns : void} testProtected{ Params :  Returns : void} testPrivate{ Params :  Returns : void} testFinal{ Params :  Returns : void} testSynchronized{ Params :  Returns : void} testVolatile{ Params :  Returns : void} testTransient{ Params :  Returns : void} testNative{ Params :  Returns : void} testInterface{ Params :  Returns : void} testAbstract{ Params :  Returns : void} testStrict{ Params :  Returns : void} testSuper{ Params :  Returns : void} testPackagePrivate{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,ASTBooleanLiteralTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testTrue{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,ASTImportDeclarationTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testBasic{ Params :  Returns : void} testGetImportedNameNode{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,ASTTests,1,1,0,0,0,false,0 ,0 ,0 ,,suite{ Params :  Returns : Test} ,,suite ,,
PMD,test.net.sourceforge.pmd.ast,ASTTypeTest,1,1,0,0,0,false,TestCase ,0 ,0 ,TEST1: String TEST2: String TEST3: String ,testIsArray{ Params :  Returns : void} testOneDimensionArray{ Params :  Returns : void} testMultiDimensionalArray{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,ASTVariableDeclaratorIdTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testIsExceptionBlockParameter{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,ClassDeclTest,1,1,0,0,0,false,ParserTst ,0 ,0 ,,testPublic{ Params :  Returns : void} testAbstract{ Params :  Returns : void} testFinal{ Params :  Returns : void} testStrict{ Params :  Returns : void} testPublicFinal{ Params :  Returns : void} verifyFlags{ Params : ASTClassDeclaration,boolean,boolean,boolean,boolean Returns : void} getClassDecl{ Params : String[] Returns : ASTClassDeclaration} ,,,,
PMD,test.net.sourceforge.pmd.ast,DiscardableNodeCleanerTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testRemoveDiscardNodes{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,EncodingTest,1,1,0,0,0,false,TestCase ,0 ,0 ,TEST_UTF8: String ,testDecodingOfUTF8{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,FieldDeclTest,1,1,0,0,0,false,ParserTst ,0 ,0 ,,makeAccessJavaCode{ Params : String[] Returns : String} getFieldDecl{ Params : String[] Returns : ASTFieldDeclaration} testPublic{ Params :  Returns : void} testProtected{ Params :  Returns : void} testPrivate{ Params :  Returns : void} testStatic{ Params :  Returns : void} testFinal{ Params :  Returns : void} testTransient{ Params :  Returns : void} testVolatile{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,JDKVersionTest,1,1,0,0,0,false,TestCase ,0 ,0 ,ASSERT_TEST1: String ASSERT_TEST2: String ASSERT_TEST3: String ASSERT_TEST4: String ASSERT_TEST5: String ASSERT_TEST6: String ASSERT_TEST7: String JDK15_ENUM: String JDK14_ENUM: String ,testEnumAsKeywordShouldFailWith14{ Params :  Returns : void} testEnumAsIdentifierShouldPassWith14{ Params :  Returns : void} testEnumAsKeywordShouldPassWith15{ Params :  Returns : void} testEnumAsIdentifierShouldFailWith15{ Params :  Returns : void} testAssertAsKeywordVariantsSucceedWith1_4{ Params :  Returns : void} testAssertAsVariableDeclIdentifierFailsWith1_4{ Params :  Returns : void} testAssertAsMethodNameIdentifierFailsWith1_4{ Params :  Returns : void} testAssertAsIdentifierSucceedsWith1_3{ Params :  Returns : void} testAssertAsKeywordFailsWith1_3{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.ast,MethodDeclTest,1,1,0,0,0,false,ParserTst ,0 ,0 ,,testPublic{ Params :  Returns : void} testPrivate{ Params :  Returns : void} testProtected{ Params :  Returns : void} testFinal{ Params :  Returns : void} testSynchronized{ Params :  Returns : void} testAbstract{ Params :  Returns : void} testNative{ Params :  Returns : void} testStrict{ Params :  Returns : void} getMethodDecl{ Params : String[] Returns : ASTMethodDeclaration} ,,,,
PMD,test.net.sourceforge.pmd.ast,ParserTst,1,1,0,0,0,false,TestCase ,0 ,Collector ,,getCollection{ Params :  Returns : Set} invoke{ Params : Object,Method,Object[] Returns : Object} getNodes{ Params : Class,String Returns : Set} ,,,,
PMD,test.net.sourceforge.pmd.ast,Collector,3,2,0,0,0,false,TestCase ,0 ,Collector ,clazz: Class collection: Set ,getCollection{ Params :  Returns : Set} invoke{ Params : Object,Method,Object[] Returns : Object} getNodes{ Params : Class,String Returns : Set} ,,,,
PMD,test.net.sourceforge.pmd.ast,SimpleNodeTest,1,1,0,0,0,false,ParserTst ,0 ,0 ,HAS_EXPLICIT_EXTENDS: String NO_EXPLICIT_EXTENDS: String HAS_EXPLICIT_IMPLEMENTS: String NO_EXPLICIT_IMPLEMENTS: String METHOD_DIFF_LINES: String METHOD_SAME_LINE: String QUALIFIED_NAME: String BROKEN_LINE_IN_NAME: String LINE_NUMBERS_ON_SIBLINGS: String NO_LOOKAHEAD: String ,testMethodDiffLines{ Params :  Returns : void} testMethodSameLine{ Params :  Returns : void} testNoLookahead{ Params :  Returns : void} testHasExplicitExtends{ Params :  Returns : void} testNoExplicitExtends{ Params :  Returns : void} testHasExplicitImplements{ Params :  Returns : void} testNoExplicitImplements{ Params :  Returns : void} testColumnsOnQualifiedName{ Params :  Returns : void} testLineNumbersForNameSplitOverTwoLines{ Params :  Returns : void} testLineNumbersAreSetOnAllSiblings{ Params :  Returns : void} testFindChildrenOfType{ Params :  Returns : void} testFindChildrenOfTypeMultiple{ Params :  Returns : void} testFindChildrenOfTypeRecurse{ Params :  Returns : void} testReplaceChild{ Params :  Returns : void} verifyNode{ Params : SimpleNode,int,int,int,int Returns : void} ,,,,
PMD,test.net.sourceforge.pmd,CommandLineOptionsTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testDebug{ Params :  Returns : void} testTargetJDKVersion{ Params :  Returns : void} testShortNames{ Params :  Returns : void} testEncoding{ Params :  Returns : void} testInputFileName{ Params :  Returns : void} testReportFormat{ Params :  Returns : void} testRulesets{ Params :  Returns : void} testCommaSeparatedFiles{ Params :  Returns : void} testNotEnoughArgs{ Params :  Returns : void} testNullArgs{ Params :  Returns : void} testRenderer{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.cpd,CPDTests,1,1,0,0,0,false,0 ,0 ,0 ,,suite{ Params :  Returns : Test} ,,suite ,,
PMD,test.net.sourceforge.pmd.cpd,FileReporterTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testCreation{ Params :  Returns : void} testEmptyReport{ Params :  Returns : void} testReport{ Params :  Returns : void} testInvalidFile{ Params :  Returns : void} readFile{ Params : File Returns : String} ,,,,
PMD,test.net.sourceforge.pmd.cpd,JavaTokensTokenizerTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,test1{ Params :  Returns : void} test2{ Params :  Returns : void} testDiscardSemicolons{ Params :  Returns : void} testDiscardImports{ Params :  Returns : void} testDiscardPkgStmts{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.cpd,LanguageFactoryTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testSimple{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.cpd,MatchAlgorithmTest,1,1,0,0,0,false,TestCase ,0 ,0 ,LINE_1: String LINE_2: String LINE_3: String LINE_4: String LINE_5: String LINE_6: String ,getSampleCode{ Params :  Returns : String} testSimple{ Params :  Returns : void} ,,getSampleCode ,,
PMD,test.net.sourceforge.pmd.cpd,MatchTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testSimple{ Params :  Returns : void} testCompareTo{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.cpd,SourceCodeTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testSimple{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.cpd,TokenEntryTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testSimple{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.cpd,XMLRendererTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testRender_NoMatches{ Params :  Returns : void} testRender_Match{ Params :  Returns : void} testRender_MultipleMatch{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd,ExternalRuleIDTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testSimpleRef{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.jaxen,AttributeAxisIteratorTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testBasicAttributes{ Params :  Returns : void} testRemove{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.jaxen,AttributeTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testConstructor{ Params :  Returns : void} testAccessors{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.jaxen,DocumentNavigatorTest,1,1,0,0,0,false,RuleTst ,0 ,TestRule ,rule: TestRule ,visit{ Params : ASTCompilationUnit,Object Returns : Object} visit{ Params : ASTImportDeclaration,Object Returns : Object} visit{ Params : ASTTypeDeclaration,Object Returns : Object} visit{ Params : ASTStatement,Object Returns : Object} visit{ Params : ASTPrimaryPrefix,Object Returns : Object} visit{ Params : ASTMethodDeclaration,Object Returns : Object} visit{ Params : ASTPrimaryExpression,Object Returns : Object} setUp{ Params :  Returns : void} testChildAxisIterator{ Params :  Returns : void} testParentAxisIterator{ Params :  Returns : void} testParentAxisIterator2{ Params :  Returns : void} testDescendantAxisIterator{ Params :  Returns : void} testDescendantAxisIterator2{ Params :  Returns : void} testFollowingSiblingAxisIterator{ Params :  Returns : void} testFollowingSiblingAxisIterator2{ Params :  Returns : void} testPrecedingSiblingAxisIterator{ Params :  Returns : void} testPrecedingSiblingAxisIterator2{ Params :  Returns : void} testXPath{ Params :  Returns : void} testXPath2{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.jaxen,TestRule,3,2,0,0,0,false,RuleTst ,0 ,TestRule ,compilationUnit: Node importDeclaration: Node typeDeclaration: Node statement: Node primaryPrefix: Node primaryExpression: Node methodDeclaration: Node ,visit{ Params : ASTCompilationUnit,Object Returns : Object} visit{ Params : ASTImportDeclaration,Object Returns : Object} visit{ Params : ASTTypeDeclaration,Object Returns : Object} visit{ Params : ASTStatement,Object Returns : Object} visit{ Params : ASTPrimaryPrefix,Object Returns : Object} visit{ Params : ASTMethodDeclaration,Object Returns : Object} visit{ Params : ASTPrimaryExpression,Object Returns : Object} setUp{ Params :  Returns : void} testChildAxisIterator{ Params :  Returns : void} testParentAxisIterator{ Params :  Returns : void} testParentAxisIterator2{ Params :  Returns : void} testDescendantAxisIterator{ Params :  Returns : void} testDescendantAxisIterator2{ Params :  Returns : void} testFollowingSiblingAxisIterator{ Params :  Returns : void} testFollowingSiblingAxisIterator2{ Params :  Returns : void} testPrecedingSiblingAxisIterator{ Params :  Returns : void} testPrecedingSiblingAxisIterator2{ Params :  Returns : void} testXPath{ Params :  Returns : void} testXPath2{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.jaxen,JaxenTests,1,1,0,0,0,false,0 ,0 ,0 ,,suite{ Params :  Returns : Test} ,,suite ,,
PMD,test.net.sourceforge.pmd,PMDTests,1,1,0,0,0,false,0 ,0 ,0 ,,suite{ Params :  Returns : Test} ,,suite ,,
PMD,test.net.sourceforge.pmd.renderers,RenderersTests,1,1,0,0,0,false,0 ,0 ,0 ,,suite{ Params :  Returns : Test} ,,suite ,,
PMD,test.net.sourceforge.pmd.renderers,TextPadRendererTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testNullPassedIn{ Params :  Returns : void} testRenderer{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.renderers,XMLRendererTest,1,1,0,0,0,false,TestCase ,0 ,0 ,RULE1: MockRule RULE2: MockRule ctx: RuleContext ,testEmptyReport{ Params :  Returns : void} testErrorReport{ Params :  Returns : void} testSingleReport{ Params :  Returns : void} testDoubleReport{ Params :  Returns : void} testTwoFiles{ Params :  Returns : void} testUnorderedFiles{ Params :  Returns : void} testEscaping{ Params :  Returns : void} verifyPositions{ Params : String,List Returns : void} ,,,,
PMD,test.net.sourceforge.pmd,ReportTest,1,1,0,0,0,false,TestCase ,ReportListener ,0 ,violationSemaphore: boolean metricSemaphore: boolean ,testBasic{ Params :  Returns : void} testMetric0{ Params :  Returns : void} testMetric1{ Params :  Returns : void} testSortedReport_File{ Params :  Returns : void} testSortedReport_Line{ Params :  Returns : void} testListener{ Params :  Returns : void} ruleViolationAdded{ Params : RuleViolation Returns : void} metricAdded{ Params : Metric Returns : void} testSummary{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd,RuleContextTest,1,1,0,0,0,false,TestCase ,0 ,0 ,,testReport{ Params :  Returns : void} testFilename{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AbstractNamingRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,rule: Rule TEST1: String TEST2: String TEST3: String TEST4: String ,setUp{ Params :  Returns : void} testAll{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AccessorClassGenerationRuleTest,1,1,0,0,0,false,RuleTst ,0 ,0 ,TEST1: String TEST2: String TEST3: String TEST4: String ,testInnerClassHasPrivateConstructor{ Params :  Returns : void} testInnerClassHasPublicConstructor{ Params :  Returns : void} testOuterClassHasPrivateConstructor{ Params :  Returns : void} testFinalInnerClass{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AssignmentInOperandRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,rule: Rule TEST1: String TEST2: String TEST3: String TEST4: String ,setUp{ Params :  Returns : void} testAll{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AtLeastOneConstructorRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,TEST1: String TEST2: String TEST3: String TEST4: String TEST5: String TEST6: String ,testAll{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AvoidDeeplyNestedIfStmtsRuleTest,1,1,0,0,0,false,RuleTst ,0 ,0 ,TEST1: String TEST2: String rule: Rule ,setUp{ Params :  Returns : void} test1{ Params :  Returns : void} test2{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AvoidDollarSignsRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,rule: Rule TEST1: String TEST2: String TEST3: String TEST4: String TEST5: String ,setUp{ Params :  Returns : void} testAll{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AvoidDuplicateLiteralsRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,rule: AvoidDuplicateLiteralsRule TEST1: String TEST2: String TEST3: String ,setUp{ Params :  Returns : void} testAll{ Params :  Returns : void} testStringParserEmptyString{ Params :  Returns : void} testStringParserSimple{ Params :  Returns : void} testStringParserEscapedChar{ Params :  Returns : void} testStringParserEscapedEscapedChar{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,AvoidReassigningParametersRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,rule: AvoidReassigningParametersRule TEST1: String TEST2: String TEST3: String TEST4: String TEST5: String TEST6: String TEST7: String ,setUp{ Params :  Returns : void} testAll{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,BadComparisonRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,rule: Rule TEST1: String TEST2: String TEST3: String ,setUp{ Params :  Returns : void} testAll{ Params :  Returns : void} ,,,,
PMD,test.net.sourceforge.pmd.rules,BeanMembersShouldSerializeRuleTest,1,1,0,0,0,false,SimpleAggregatorTst ,0 ,0 ,rule: Rule TEST1: String TEST2: String TEST3: String TEST4: String TEST5: String TEST6: String ,setUp{ Params :  Returns : void} testAll{ Params :  Returns : void} ,,,,
